00002098-a unable 0.90
00004171-a moribund 0.90
00004413-a abridged 0.90
00005205-a absolute 0.90
00005599-a implicit 0.90
00005599-a unquestioning 0.90
00006032-a comparative 0.90
00006032-a relative 0.90
00006336-a absorbent 0.90
00009978-a gluttonous 0.90
00010537-a crapulous 0.90
00010726-a voracious 0.90
00010726-a edacious 0.90
00011757-a abstract 0.90
00012689-a ideal 0.90
00012932-a ideological 0.90
00013160-a tangible 0.90
00013160-a concrete 0.90
00013662-a tangible 0.90
00014490-a ample 0.90
00014858-a copious 0.90
00014858-a voluminous 0.90
00015097-a fast 0.90
00015097-a easy 0.90
00015480-a overflowing 0.90
00015480-a swarming 0.90
00015480-a teeming 0.90
00015480-a thick 0.90
00015720-a plethoric 0.90
00015720-a overabundant 0.90
00016647-a verdant 0.90
00017782-a acceptable 0.90
00018069-a bankable 0.90
00018222-a unexceptionable 0.90
00018584-a unacceptable 0.90
00018584-a inacceptable 0.90
00019874-a inaccessible 0.90
00020103-a remote 0.90
00021766-a accurate 0.90
00021766-a correct 0.90
00021766-a exact 0.90
00021766-a just 0.90
00021766-a nice 0.90
00021766-a particular 0.90
00022219-a faithful 0.90
00023655-a outside 0.90
00023854-a wrong 0.90
00024996-a strange 0.90
00024996-a unfamiliar 0.90
00024996-a new 0.90
00025238-a acidic 0.90
00025470-a acid 0.90
00025728-a alkaline 0.90
00026168-a basic 0.90
00026515-a amphoteric 0.90
00027247-a acknowledged 0.90
00029933-a avaricious 0.90
00029933-a covetous 0.90
00029933-a greedy 0.90
00029933-a gluttonous 0.90
00030508-a possessive 0.90
00031138-a rapacious 0.90
00031974-a active 0.90
00032497-a athletic 0.90
00032733-a quick 0.90
00032733-a agile 0.90
00032733-a spry 0.90
00032733-a active 0.90
00032733-a alert 0.90
00032733-a nimble 0.90
00032733-a brisk 0.90
00032733-a lively 0.90
00033206-a overactive 0.90
00033206-a hyperactive 0.90
00033574-a inactive 0.90
00034032-a dormant 0.90
00034322-a inert 0.90
00035465-a active 0.90
00036998-a sluggish 0.90
00037653-a progressive 0.90
00038750-a active 0.90
00039592-a passive 0.90
00041051-a extinct 0.90
00042982-a surface-active 0.90
00043765-a actual 0.90
00044353-a potential 0.90
00044608-a latent 0.90
00044608-a dormant 0.90
00044987-a subacute 0.90
00045123-a chronic 0.90
00045561-a virulent 0.90
00046109-a adaptive 0.90
00046109-a adaptative 0.90
00047029-a addicted 0.90
00047406-a hooked 0.90
00047786-a addictive 0.90
00047786-a habit-forming 0.90
00048858-a additional 0.90
00048858-a extra 0.90
00049016-a complementary 0.90
00049469-a intercalary 0.90
00051045-a adequate 0.90
00051696-a inadequate 0.90
00052012-a deficient 0.90
00052246-a incapable 0.90
00052672-a adhesive 0.90
