06978656-n abkhazo 0.94
06952861-n afrikaans 0.94
06906971-n lingua 0.94
06987812-n amárico 0.94
06919433-n lingua 0.94
06988057-n árabe 0.94
06988307-n arameo 0.94
06894544-n lingua 0.94
06970784-n assamés 0.94
06927007-n azerbaiano 0.94
06927007-n acerbaixano 0.94
06945679-n lingua 0.94
06944480-n bielorruso 0.94
06945569-n búlgaro 0.94
06970510-n bihariano 0.94
06970946-n bengalí 0.94
06933931-n tibetano 0.94
06961771-n bretón 0.94
06967529-n catalán 0.94
06978180-n lingua 0.94
06960298-n lingua 0.94
06944911-n checo 0.94
06944156-n eslavo 0.94
06961557-n galés 0.94
06954048-n dinamarqués 0.94
06950528-n alemán 0.94
06976392-n grego 0.94
06947032-n inglés 0.94
06895791-n esperanto 0.94
06966825-n español 0.94
06957896-n estoniano 0.94
06966695-n éuscaro 0.94
06974127-n persa 0.94
06958255-n finés 0.94
06939756-n filipino 0.94
06938623-n fixiano 0.94
06955087-n faroés 0.94
06964901-n francés 0.94
06965961-n francés 0.94
06960778-n irlandés 0.94
06961122-n gaélico 0.94
06946497-n lingua 0.94
06966454-n galego 0.94
06917280-n guaraní 0.94
06977434-n grego 0.94
06971454-n guxaratiano 0.94
06982697-n hausa 0.94
06938493-n hawaiano 0.94
06987124-n hebreo 0.94
06970103-n hindi 0.94
06958836-n húngaro 0.94
06942699-n armenio 0.94
06896304-n interlingua 0.94
06939198-n indonesio 0.94
06941644-n lingua 0.94
06954183-n islandés 0.94
06964247-n italiano 0.94
06929279-n xaponés 0.94
06939431-n xavanés 0.94
06978766-n xeorxiano 0.94
06927128-n casaco 0.94
06937348-n cambodiano 0.94
06979957-n kannada 0.94
06929171-n coreano 0.94
06972874-n cachemir 0.94
06974558-n kurdo 0.94
06927736-n kyrgiz 0.94
06962600-n latín 0.94
06935594-n laotiano 0.94
06946199-n lituano 0.94
06946355-n letón 0.94
06938386-n maorí 0.94
06945473-n macedonio 0.94
06980175-n malabar 0.94
06928839-n mongol 0.94
06971281-n marathi 0.94
06939051-n malaio 0.94
06988913-n maltés 0.94
06932435-n birmano 0.94
06972985-n nepalí 0.94
06952572-n holandés 0.94
06952705-n flamenco 0.94
06954303-n noruegués 0.94
06966190-n occitano 0.94
06971123-n oriya 0.94
06971605-n punjabi 0.94
06944720-n polaco 0.94
06975132-n paxtún 0.94
06975132-n paxtún 0.94
06966310-n portugués 0.94
06917083-n quechua 0.94
06968174-n romanche 0.94
06968343-n romanés 0.94
06963951-n lingua 0.94
06944348-n ruso 0.94
06993573-n ruandés 0.94
06969129-n sánscrito 0.94
06969705-n sindhi 0.94
06906028-n sango 0.94
06945095-n serbocroata 0.94
06971741-n cingalés 0.94
06944820-n eslovaco 0.94
06943771-n lingua 0.94
06995135-n shona 0.94
06991004-n somalí 0.94
06942252-n albanés 0.94
06997697-n lingua 0.94
06939542-n sondanés 0.94
06954925-n sueco 0.94
06995792-n swahili 0.94
06980315-n tamil 0.94
06980721-n telugu 0.94
06974390-n taxico 0.94
06936149-n tailandés 0.94
06926889-n turcomano 0.94
06940001-n tagalo 0.94
